epoch,train_recon_loss,val_fused_recon_loss,val_vae_recon_loss
0,0.014264418422405062,0.010303482646122575,0.0030995304114185274
1,0.009858930242601139,0.008756439900025725,0.0030995304114185274
2,0.008190473124127963,0.00752806244418025,0.0030995304114185274
3,0.007063483851480073,0.006647830712608993,0.0030995304114185274
4,0.0063134599155906974,0.006307366420514882,0.0030995304114185274
