epoch,train_recon_loss,val_fused_recon_loss,val_vae_recon_loss
0,0.0088308812921931,0.004974031471647322,0.0030995304114185274
1,0.004816625347553656,0.004137158626690507,0.0030995304114185274
2,0.0039808537232978594,0.003589987405575812,0.0030995304114185274
3,0.0035670859305637665,0.0033497047843411565,0.0030995304114185274
4,0.0033691402460480557,0.003139168140478432,0.0030995304114185274
